"AREACODE","AREANAME","COUNTRY","PROVINCE","CITY","CANTON"
"620900","甘肃省酒泉市","中华人民共和国","甘肃省","酒泉市",""
"620923","甘肃省酒泉市肃北蒙古族自治县","中华人民共和国","甘肃省","酒泉市","肃北蒙古族自治县"
"620982","甘肃省酒泉市敦煌市","中华人民共和国","甘肃省","酒泉市","敦煌市"
"621000","甘肃省庆阳市","中华人民共和国","甘肃省","庆阳市",""
"621021","甘肃省庆阳市庆城县","中华人民共和国","甘肃省","庆阳市","庆城县"
"621024","甘肃省庆阳市合水县","中华人民共和国","甘肃省","庆阳市","合水县"
"621026","甘肃省庆阳市宁县","中华人民共和国","甘肃省","庆阳市","宁县"
"621100","甘肃省定西市","中华人民共和国","甘肃省","定西市",""
"621122","甘肃省定西市陇西县","中华人民共和国","甘肃省","定西市","陇西县"
"621124","甘肃省定西市临洮县","中华人民共和国","甘肃省","定西市","临洮县"
"621200","甘肃省陇南市","中华人民共和国","甘肃省","陇南市",""
"621221","甘肃省陇南市成县","中华人民共和国","甘肃省","陇南市","成县"
"621224","甘肃省陇南市康县","中华人民共和国","甘肃省","陇南市","康县"
"621226","甘肃省陇南市礼县","中华人民共和国","甘肃省","陇南市","礼县"
"622900","甘肃省临夏回族自治州","中华人民共和国","甘肃省","临夏回族自治州",""
"622922","甘肃省临夏回族自治州康乐县","中华人民共和国","甘肃省","临夏回族自治州","康乐县"
"622923","甘肃省临夏回族自治州永靖县","中华人民共和国","甘肃省","临夏回族自治州","永靖县"
"622926","甘肃省临夏回族自治州东乡族自治县","中华人民共和国","甘肃省","临夏回族自治州","东乡族自治县"
"623000","甘肃省甘南藏族自治州","中华人民共和国","甘肃省","甘南藏族自治州",""
"623021","甘肃省甘南藏族自治州临潭县","中华人民共和国","甘肃省","甘南藏族自治州","临潭县"
"623022","甘肃省甘南藏族自治州卓尼县","中华人民共和国","甘肃省","甘南藏族自治州","卓尼县"
"623025","甘肃省甘南藏族自治州玛曲县","中华人民共和国","甘肃省","甘南藏族自治州","玛曲县"
"630000","青海省","中华人民共和国","青海省","",""
"630100","青海省西宁市","中华人民共和国","青海省","西宁市",""
"630103","青海省西宁市城中区","中华人民共和国","青海省","西宁市","城中区"
"630104","青海省西宁市城西区","中华人民共和国","青海省","西宁市","城西区"
"630121","青海省西宁市大通回族土族自治县","中华人民共和国","青海省","西宁市","大通回族土族自治县"
"630123","青海省西宁市湟源县","中华人民共和国","青海省","西宁市","湟源县"
"632100","青海省海东市","中华人民共和国","青海省","海东市",""
"632122","青海省海东市民和回族土族自治县","中华人民共和国","青海省","海东市","民和回族土族自治县"
"632123","青海省海东市乐都区","中华人民共和国","青海省","海东市","乐都区"
"632127","青海省海东市化隆回族自治县","中华人民共和国","青海省","海东市","化隆回族自治县"
"632200","青海省海北藏族自治州","中华人民共和国","青海省","海北藏族自治州",""
"632221","青海省海北藏族自治州门源回族自治县","中华人民共和国","青海省","海北藏族自治州","门源回族自治县"
"632223","青海省海北藏族自治州海晏县","中华人民共和国","青海省","海北藏族自治州","海晏县"
"632224","青海省海北藏族自治州刚察县","中华人民共和国","青海省","海北藏族自治州","刚察县"
"632321","青海省黄南藏族自治州同仁县","中华人民共和国","青海省","黄南藏族自治州","同仁县"
"632323","青海省黄南藏族自治州泽库县","中华人民共和国","青海省","黄南藏族自治州","泽库县"
"632500","青海省海南藏族自治州","中华人民共和国","青海省","海南藏族自治州",""
"632521","青海省海南藏族自治州共和县","中华人民共和国","青海省","海南藏族自治州","共和县"
"632522","青海省海南藏族自治州同德县","中华人民共和国","青海省","海南藏族自治州","同德县"
"632524","青海省海南藏族自治州兴海县","中华人民共和国","青海省","海南藏族自治州","兴海县"
"632525","青海省海南藏族自治州贵南县","中华人民共和国","青海省","海南藏族自治州","贵南县"
"632621","青海省果洛藏族自治州玛沁县","中华人民共和国","青海省","果洛藏族自治州","玛沁县"
"632623","青海省果洛藏族自治州甘德县","中华人民共和国","青海省","果洛藏族自治州","甘德县"
"632624","青海省果洛藏族自治州达日县","中华人民共和国","青海省","果洛藏族自治州","达日县"
"632626","青海省果洛藏族自治州玛多县","中华人民共和国","青海省","果洛藏族自治州","玛多县"
"632700","青海省玉树藏族自治州","中华人民共和国","青海省","玉树藏族自治州",""
"632722","青海省玉树藏族自治州杂多县","中华人民共和国","青海省","玉树藏族自治州","杂多县"
"632724","青海省玉树藏族自治州治多县","中华人民共和国","青海省","玉树藏族自治州","治多县"
"632725","青海省玉树藏族自治州囊谦县","中华人民共和国","青海省","玉树藏族自治州","囊谦县"
"632800","青海省海西蒙古族藏族自治州","中华人民共和国","青海省","海西蒙古族藏族自治州",""
"632801","青海省海西蒙古族藏族自治州格尔木市","中华人民共和国","青海省","海西蒙古族藏族自治州","格尔木市"
"632821","青海省海西蒙古族藏族自治州乌兰县","中华人民共和国","青海省","海西蒙古族藏族自治州","乌兰县"
"632823","青海省海西蒙古族藏族自治州天峻县","中华人民共和国","青海省","海西蒙古族藏族自治州","天峻县"
"640000","宁夏回族自治区","中华人民共和国","宁夏回族自治区","",""
"640100","宁夏回族自治区银川市","中华人民共和国","宁夏回族自治区","银川市",""
"640105","宁夏回族自治区银川市西夏区","中华人民共和国","宁夏回族自治区","银川市","西夏区"
"640121","宁夏回族自治区银川市永宁县","中华人民共和国","宁夏回族自治区","银川市","永宁县"
"640122","宁夏回族自治区银川市贺兰县","中华人民共和国","宁夏回族自治区","银川市","贺兰县"
"640200","宁夏回族自治区石嘴山市","中华人民共和国","宁夏回族自治区","石嘴山市",""
"640205","宁夏回族自治区石嘴山市惠农区","中华人民共和国","宁夏回族自治区","石嘴山市","惠农区"
"640300","宁夏回族自治区吴忠市","中华人民共和国","宁夏回族自治区","吴忠市",""
"640303","宁夏回族自治区吴忠市红寺堡区","中华人民共和国","宁夏回族自治区","吴忠市","红寺堡区"
"640381","宁夏回族自治区吴忠市青铜峡市","中华人民共和国","宁夏回族自治区","吴忠市","青铜峡市"
"640400","宁夏回族自治区固原市","中华人民共和国","宁夏回族自治区","固原市",""
"640423","宁夏回族自治区固原市隆德县","中华人民共和国","宁夏回族自治区","固原市","隆德县"
"640500","宁夏回族自治区中卫市","中华人民共和国","宁夏回族自治区","中卫市",""
"640521","宁夏回族自治区中卫市中宁县","中华人民共和国","宁夏回族自治区","中卫市","中宁县"
"650100","新疆维吾尔自治区乌鲁木齐市","中华人民共和国","新疆维吾尔自治区","乌鲁木齐市",""
"650102","新疆维吾尔自治区乌鲁木齐市天山区","中华人民共和国","新疆维吾尔自治区","乌鲁木齐市","天山区"
"650105","新疆维吾尔自治区乌鲁木齐市水磨沟区","中华人民共和国","新疆维吾尔自治区","乌鲁木齐市","水磨沟区"
"650109","新疆维吾尔自治区乌鲁木齐市米东区","中华人民共和国","新疆维吾尔自治区","乌鲁木齐市","米东区"
"650121","新疆维吾尔自治区乌鲁木齐市乌鲁木齐县","中华人民共和国","新疆维吾尔自治区","乌鲁木齐市","乌鲁木齐县"
"650203","新疆维吾尔自治区克拉玛依市克拉玛依区","中华人民共和国","新疆维吾尔自治区","克拉玛依市","克拉玛依区"
"652100","新疆维吾尔自治区吐鲁番地区","中华人民共和国","新疆维吾尔自治区","吐鲁番地区",""
"652101","新疆维吾尔自治区吐鲁番地区吐鲁番市","中华人民共和国","新疆维吾尔自治区","吐鲁番地区","吐鲁番市"
"652200","新疆维吾尔自治区哈密地区","中华人民共和国","新疆维吾尔自治区","哈密地区",""
"652223","新疆维吾尔自治区哈密地区伊吾县","中华人民共和国","新疆维吾尔自治区","哈密地区","伊吾县"
"652300","新疆维吾尔自治区昌吉回族自治州","中华人民共和国","新疆维吾尔自治区","昌吉回族自治州",""
"652302","新疆维吾尔自治区昌吉回族自治州阜康市","中华人民共和国","新疆维吾尔自治区","昌吉回族自治州","阜康市"
"652324","新疆维吾尔自治区昌吉回族自治州玛纳斯县","中华人民共和国","新疆维吾尔自治区","昌吉回族自治州","玛纳斯县"
"652328","新疆维吾尔自治区昌吉回族自治州木垒哈萨克自治县","中华人民共和国","新疆维吾尔自治区","昌吉回族自治州","木垒哈萨克自治县"
"652700","新疆维吾尔自治区博尔塔拉蒙古自治州","中华人民共和国","新疆维吾尔自治区","博尔塔拉蒙古自治州",""
"652723","新疆维吾尔自治区博尔塔拉蒙古自治州温泉县","中华人民共和国","新疆维吾尔自治区","博尔塔拉蒙古自治州","温泉县"
"652822","新疆维吾尔自治区巴音郭楞蒙古自治州轮台县","中华人民共和国","新疆维吾尔自治区","巴音郭楞蒙古自治州","轮台县"
"652824","新疆维吾尔自治区巴音郭楞蒙古自治州若羌县","中华人民共和国","新疆维吾尔自治区","巴音郭楞蒙古自治州","若羌县"
"652827","新疆维吾尔自治区巴音郭楞蒙古自治州和静县","中华人民共和国","新疆维吾尔自治区","巴音郭楞蒙古自治州","和静县"
"652828","新疆维吾尔自治区巴音郭楞蒙古自治州和硕县","中华人民共和国","新疆维吾尔自治区","巴音郭楞蒙古自治州","和硕县"
"652900","新疆维吾尔自治区阿克苏地区","中华人民共和国","新疆维吾尔自治区","阿克苏地区",""
"652922","新疆维吾尔自治区阿克苏地区温宿县","中华人民共和国","新疆维吾尔自治区","阿克苏地区","温宿县"
"652925","新疆维吾尔自治区阿克苏地区新和县","中华人民共和国","新疆维吾尔自治区","阿克苏地区","新和县"
"652926","新疆维吾尔自治区阿克苏地区拜城县","中华人民共和国","新疆维吾尔自治区","阿克苏地区","拜城县"
"652929","新疆维吾尔自治区阿克苏地区柯坪县","中华人民共和国","新疆维吾尔自治区","阿克苏地区","柯坪县"
"653022","新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿克陶县","中华人民共和国","新疆维吾尔自治区","克孜勒苏柯尔克孜自治州","阿克陶县"
"653023","新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿合奇县","中华人民共和国","新疆维吾尔自治区","克孜勒苏柯尔克孜自治州","阿合奇县"
"653101","新疆维吾尔自治区喀什地区喀什市","中华人民共和国","新疆维吾尔自治区","喀什地区","喀什市"
"653122","新疆维吾尔自治区喀什地区疏勒县","中华人民共和国","新疆维吾尔自治区","喀什地区","疏勒县"
"653124","新疆维吾尔自治区喀什地区泽普县","中华人民共和国","新疆维吾尔自治区","喀什地区","泽普县"
"653127","新疆维吾尔自治区喀什地区麦盖提县","中华人民共和国","新疆维吾尔自治区","喀什地区","麦盖提县"
"653129","新疆维吾尔自治区喀什地区伽师县","中华人民共和国","新疆维吾尔自治区","喀什地区","伽师县"
"653200","新疆维吾尔自治区和田地区","中华人民共和国","新疆维吾尔自治区","和田地区",""
"653221","新疆维吾尔自治区和田地区和田县","中华人民共和国","新疆维吾尔自治区","和田地区","和田县"
"653222","新疆维吾尔自治区和田地区墨玉县","中华人民共和国","新疆维吾尔自治区","和田地区","墨玉县"
"653225","新疆维吾尔自治区和田地区策勒县","中华人民共和国","新疆维吾尔自治区","和田地区","策勒县"
"653226","新疆维吾尔自治区和田地区于田县","中华人民共和国","新疆维吾尔自治区","和田地区","于田县"
"654002","新疆维吾尔自治区伊犁哈萨克自治州伊宁市","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","伊宁市"
"654003","新疆维吾尔自治区伊犁哈萨克自治州奎屯市","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","奎屯市"
"654021","新疆维吾尔自治区伊犁哈萨克自治州伊宁县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","伊宁县"
"654022","新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","察布查尔锡伯自治县"
"654023","新疆维吾尔自治区伊犁哈萨克自治州霍城县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","霍城县"
"654024","新疆维吾尔自治区伊犁哈萨克自治州巩留县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","巩留县"
"654025","新疆维吾尔自治区伊犁哈萨克自治州新源县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","新源县"
"654026","新疆维吾尔自治区伊犁哈萨克自治州昭苏县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","昭苏县"
"654027","新疆维吾尔自治区伊犁哈萨克自治州特克斯县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","特克斯县"
"654028","新疆维吾尔自治区伊犁哈萨克自治州尼勒克县","中华人民共和国","新疆维吾尔自治区","伊犁哈萨克自治州","尼勒克县"
"654200","新疆维吾尔自治区塔城地区","中华人民共和国","新疆维吾尔自治区","塔城地区",""
"654201","新疆维吾尔自治区塔城地区塔城市","中华人民共和国","新疆维吾尔自治区","塔城地区","塔城市"
"654202","新疆维吾尔自治区塔城地区乌苏市","中华人民共和国","新疆维吾尔自治区","塔城地区","乌苏市"
"654221","新疆维吾尔自治区塔城地区额敏县","中华人民共和国","新疆维吾尔自治区","塔城地区","额敏县"
"654223","新疆维吾尔自治区塔城地区沙湾县","中华人民共和国","新疆维吾尔自治区","塔城地区","沙湾县"
"654224","新疆维吾尔自治区塔城地区托里县","中华人民共和国","新疆维吾尔自治区","塔城地区","托里县"
"654225","新疆维吾尔自治区塔城地区裕民县","中华人民共和国","新疆维吾尔自治区","塔城地区","裕民县"
"654226","新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县","中华人民共和国","新疆维吾尔自治区","塔城地区","和布克赛尔蒙古自治县"
"654300","新疆维吾尔自治区阿勒泰地区","中华人民共和国","新疆维吾尔自治区","阿勒泰地区",""
"654301","新疆维吾尔自治区阿勒泰地区阿勒泰市","中华人民共和国","新疆维吾尔自治区","阿勒泰地区","阿勒泰市"
"654321","新疆维吾尔自治区阿勒泰地区布尔津县","中华人民共和国","新疆维吾尔自治区","阿勒泰地区","布尔津县"
"654322","新疆维吾尔自治区阿勒泰地区富蕴县","中华人民共和国","新疆维吾尔自治区","阿勒泰地区","富蕴县"
"654323","新疆维吾尔自治区阿勒泰地区福海县","中华人民共和国","新疆维吾尔自治区","阿勒泰地区","福海县"
"654324","新疆维吾尔自治区阿勒泰地区哈巴河县","中华人民共和国","新疆维吾尔自治区","阿勒泰地区","哈巴河县"
"654325","新疆维吾尔自治区阿勒泰地区青河县","中华人民共和国","新疆维吾尔自治区","阿勒泰地区","青河县"
"659000","新疆维吾尔自治区自治区直辖县级行政区划","中华人民共和国","新疆维吾尔自治区","自治区直辖县级行政区划",""
"659002","新疆维吾尔自治区自治区直辖县级行政区划阿拉尔市","中华人民共和国","新疆维吾尔自治区","自治区直辖县级行政区划","阿拉尔市"
"659004","新疆维吾尔自治区自治区直辖县级行政区划五家渠市","中华人民共和国","新疆维吾尔自治区","自治区直辖县级行政区划","五家渠市"
"152503","内蒙古自治区锡林郭勒盟乌拉盖管理区","中华人民共和国","内蒙古自治区","锡林郭勒盟","乌拉盖管理区"
"152523","内蒙古自治区锡林郭勒盟苏尼特左旗","中华人民共和国","内蒙古自治区","锡林郭勒盟","苏尼特左旗"
"152526","内蒙古自治区锡林郭勒盟西乌珠穆沁旗","中华人民共和国","内蒙古自治区","锡林郭勒盟","西乌珠穆沁旗"
"152529","内蒙古自治区锡林郭勒盟正镶白旗","中华人民共和国","内蒙古自治区","锡林郭勒盟","正镶白旗"
"152600","内蒙古自治区二连浩特市","中华人民共和国","内蒙古自治区","二连浩特市",""
"152700","内蒙古自治区满洲里市","中华人民共和国","内蒙古自治区","满洲里市",""
"152902","内蒙古自治区阿拉善盟阿拉善经济开发区","中华人民共和国","内蒙古自治区","阿拉善盟","阿拉善经济开发区"
"152921","内蒙古自治区阿拉善盟阿拉善左旗","中华人民共和国","内蒙古自治区","阿拉善盟","阿拉善左旗"
"210000","辽宁省","中华人民共和国","辽宁省","",""
"210102","辽宁省沈阳市和平区","中华人民共和国","辽宁省","沈阳市","和平区"
"210106","辽宁省沈阳市铁西区","中华人民共和国","辽宁省","沈阳市","铁西区"
"210122","辽宁省沈阳市辽中县","中华人民共和国","辽宁省","沈阳市","辽中县"
"210202","辽宁省大连市中山区","中华人民共和国","辽宁省","大连市","中山区"
"210213","辽宁省大连市金州区","中华人民共和国","辽宁省","大连市","金州区"
"210300","辽宁省鞍山市","中华人民共和国","辽宁省","鞍山市",""
"210304","辽宁省鞍山市立山区","中华人民共和国","辽宁省","鞍山市","立山区"
"210402","辽宁省抚顺市新抚区","中华人民共和国","辽宁省","抚顺市","新抚区"
"210422","辽宁省抚顺市新宾满族自治县","中华人民共和国","辽宁省","抚顺市","新宾满族自治县"
"210504","辽宁省本溪市明山区","中华人民共和国","辽宁省","本溪市","明山区"
"210522","辽宁省本溪市桓仁满族自治县","中华人民共和国","辽宁省","本溪市","桓仁满族自治县"
"210682","辽宁省丹东市凤城市","中华人民共和国","辽宁省","丹东市","凤城市"
"210726","辽宁省锦州市黑山县","中华人民共和国","辽宁省","锦州市","黑山县"
"210802","辽宁省营口市站前区","中华人民共和国","辽宁省","营口市","站前区"
"210882","辽宁省营口市大石桥市","中华人民共和国","辽宁省","营口市","大石桥市"
"210911","辽宁省阜新市细河区","中华人民共和国","辽宁省","阜新市","细河区"
"211002","辽宁省辽阳市白塔区","中华人民共和国","辽宁省","辽阳市","白塔区"
"211021","辽宁省辽阳市辽阳县","中华人民共和国","辽宁省","辽阳市","辽阳县"
"211121","辽宁省盘锦市大洼县","中华人民共和国","辽宁省","盘锦市","大洼县"
"211221","辽宁省铁岭市铁岭县","中华人民共和国","辽宁省","铁岭市","铁岭县"
"211302","辽宁省朝阳市双塔区","中华人民共和国","辽宁省","朝阳市","双塔区"
"211324","辽宁省朝阳市喀喇沁左翼蒙古族自治县","中华人民共和国","辽宁省","朝阳市","喀喇沁左翼蒙古族自治县"
"211481","辽宁省葫芦岛市兴城市","中华人民共和国","辽宁省","葫芦岛市","兴城市"
"220100","吉林省长春市","中华人民共和国","吉林省","长春市",""
"220106","吉林省长春市绿园区","中华人民共和国","吉林省","长春市","绿园区"
"220183","吉林省长春市德惠市","中华人民共和国","吉林省","长春市","德惠市"
"220211","吉林省吉林市丰满区","中华人民共和国","吉林省","吉林市","丰满区"
"220284","吉林省吉林市磐石市","中华人民共和国","吉林省","吉林市","磐石市"
"220323","吉林省四平市伊通满族自治县","中华人民共和国","吉林省","四平市","伊通满族自治县"
"220421","吉林省辽源市东丰县","中华人民共和国","吉林省","辽源市","东丰县"
"220502","吉林省通化市东昌区","中华人民共和国","吉林省","通化市","东昌区"
"220523","吉林省通化市辉南县","中华人民共和国","吉林省","通化市","辉南县"
"220581","吉林省通化市梅河口市","中华人民共和国","吉林省","通化市","梅河口市"
"220605","吉林省白山市江源区","中华人民共和国","吉林省","白山市","江源区"
"220623","吉林省白山市长白朝鲜族自治县","中华人民共和国","吉林省","白山市","长白朝鲜族自治县"
"220721","吉林省松原市前郭尔罗斯蒙古族自治县","中华人民共和国","吉林省","松原市","前郭尔罗斯蒙古族自治县"
"220800","吉林省白城市","中华人民共和国","吉林省","白城市",""
"220821","吉林省白城市镇赉县","中华人民共和国","吉林省","白城市","镇赉县"
"220882","吉林省白城市大安市","中华人民共和国","吉林省","白城市","大安市"
"221101","吉林省公主岭市市辖区","中华人民共和国","吉林省","公主岭市","市辖区"
"222201","吉林省长白山管理委员会池北区","中华人民共和国","吉林省","长白山管理委员会","池北区"
"222400","吉林省延边朝鲜族自治州","中华人民共和国","吉林省","延边朝鲜族自治州",""
"222402","吉林省延边朝鲜族自治州图们市","中华人民共和国","吉林省","延边朝鲜族自治州","图们市"
"222405","吉林省延边朝鲜族自治州龙井市","中华人民共和国","吉林省","延边朝鲜族自治州","龙井市"
"222424","吉林省延边朝鲜族自治州汪清县","中华人民共和国","吉林省","延边朝鲜族自治州","汪清县"
"230102","黑龙江省哈尔滨市道里区","中华人民共和国","黑龙江省","哈尔滨市","道里区"
"230108","黑龙江省哈尔滨市平房区","中华人民共和国","黑龙江省","哈尔滨市","平房区"
"230111","黑龙江省哈尔滨市呼兰区","中华人民共和国","黑龙江省","哈尔滨市","呼兰区"
"230124","黑龙江省哈尔滨市方正县","中华人民共和国","黑龙江省","哈尔滨市","方正县"
"230129","黑龙江省哈尔滨市延寿县","中华人民共和国","黑龙江省","哈尔滨市","延寿县"
"230184","黑龙江省哈尔滨市五常市","中华人民共和国","黑龙江省","哈尔滨市","五常市"
"230204","黑龙江省齐齐哈尔市铁锋区","中华人民共和国","黑龙江省","齐齐哈尔市","铁锋区"
"230221","黑龙江省齐齐哈尔市龙江县","中华人民共和国","黑龙江省","齐齐哈尔市","龙江县"
"230227","黑龙江省齐齐哈尔市富裕县","中华人民共和国","黑龙江省","齐齐哈尔市","富裕县"
"230231","黑龙江省齐齐哈尔市拜泉县","中华人民共和国","黑龙江省","齐齐哈尔市","拜泉县"
"230304","黑龙江省鸡西市滴道区","中华人民共和国","黑龙江省","鸡西市","滴道区"
"230381","黑龙江省鸡西市虎林市","中华人民共和国","黑龙江省","鸡西市","虎林市"
"230404","黑龙江省鹤岗市南山区","中华人民共和国","黑龙江省","鹤岗市","南山区"
"230421","黑龙江省鹤岗市萝北县","中华人民共和国","黑龙江省","鹤岗市","萝北县"
"230505","黑龙江省双鸭山市四方台区","中华人民共和国","黑龙江省","双鸭山市","四方台区"
"230524","黑龙江省双鸭山市饶河县","中华人民共和国","黑龙江省","双鸭山市","饶河县"
"230604","黑龙江省大庆市让胡路区","中华人民共和国","黑龙江省","大庆市","让胡路区"
"230623","黑龙江省大庆市林甸县","中华人民共和国","黑龙江省","大庆市","林甸县"
"230703","黑龙江省伊春市南岔区","中华人民共和国","黑龙江省","伊春市","南岔区"
"230708","黑龙江省伊春市美溪区","中华人民共和国","黑龙江省","伊春市","美溪区"
"230713","黑龙江省伊春市带岭区","中华人民共和国","黑龙江省","伊春市","带岭区"
"230722","黑龙江省伊春市嘉荫县","中华人民共和国","黑龙江省","伊春市","嘉荫县"
"230805","黑龙江省佳木斯市东风区","中华人民共和国","黑龙江省","佳木斯市","东风区"
"230833","黑龙江省佳木斯市抚远县","中华人民共和国","黑龙江省","佳木斯市","抚远县"
"230902","黑龙江省七台河市新兴区","中华人民共和国","黑龙江省","七台河市","新兴区"
"230921","黑龙江省七台河市勃利县","中华人民共和国","黑龙江省","七台河市","勃利县"
"231005","黑龙江省牡丹江市西安区","中华人民共和国","黑龙江省","牡丹江市","西安区"
"231084","黑龙江省牡丹江市宁安市","中华人民共和国","黑龙江省","牡丹江市","宁安市"
"231123","黑龙江省黑河市逊克县","中华人民共和国","黑龙江省","黑河市","逊克县"
"231202","黑龙江省绥化市北林区","中华人民共和国","黑龙江省","绥化市","北林区"
"231225","黑龙江省绥化市明水县","中华人民共和国","黑龙江省","绥化市","明水县"
"231282","黑龙江省绥化市肇东市","中华人民共和国","黑龙江省","绥化市","肇东市"
"232703","黑龙江省大兴安岭地区新林区","中华人民共和国","黑龙江省","大兴安岭地区","新林区"
"232722","黑龙江省大兴安岭地区塔河县","中华人民共和国","黑龙江省","大兴安岭地区","塔河县"
"232902","黑龙江省农垦总局红兴隆分局","中华人民共和国","黑龙江省","农垦总局","红兴隆分局"
"232907","黑龙江省农垦总局齐齐哈尔分局","中华人民共和国","黑龙江省","农垦总局","齐齐哈尔分局"
"310101","上海市市辖区黄浦区","中华人民共和国","上海市","市辖区","黄浦区"
"310106","上海市市辖区静安区","中华人民共和国","上海市","市辖区","静安区"
"310109","上海市市辖区虹口区","中华人民共和国","上海市","市辖区","虹口区"
"310113","上海市市辖区宝山区","中华人民共和国","上海市","市辖区","宝山区"
"310116","上海市市辖区金山区","中华人民共和国","上海市","市辖区","金山区"
"310120","上海市市辖区奉贤区","中华人民共和国","上海市","市辖区","奉贤区"
"320102","江苏省南京市玄武区","中华人民共和国","江苏省","南京市","玄武区"
"320106","江苏省南京市鼓楼区","中华人民共和国","江苏省","南京市","鼓楼区"
"320114","江苏省南京市雨花台区","中华人民共和国","江苏省","南京市","雨花台区"
"320124","江苏省南京市溧水区","中华人民共和国","江苏省","南京市","溧水区"
"320202","江苏省无锡市崇安区","中华人民共和国","江苏省","无锡市","崇安区"
"320205","江苏省无锡市锡山区","中华人民共和国","江苏省","无锡市","锡山区"
"320212","江苏省无锡市无锡新区","中华人民共和国","江苏省","无锡市","无锡新区"
"320302","江苏省徐州市鼓楼区","中华人民共和国","江苏省","徐州市","鼓楼区"
"320311","江苏省徐州市泉山区","中华人民共和国","江苏省","徐州市","泉山区"
"320322","江苏省徐州市沛县","中华人民共和国","江苏省","徐州市","沛县"
"320382","江苏省徐州市邳州市","中华人民共和国","江苏省","徐州市","邳州市"
"320404","江苏省常州市钟楼区","中华人民共和国","江苏省","常州市","钟楼区"
"320482","江苏省常州市金坛市","中华人民共和国","江苏省","常州市","金坛市"
"320505","江苏省苏州市高新区","中华人民共和国","江苏省","苏州市","高新区"
"320583","江苏省苏州市昆山市","中华人民共和国","江苏省","苏州市","昆山市"
"320612","江苏省南通市通州区","中华人民共和国","江苏省","南通市","通州区"
"320682","江苏省南通市如皋市","中华人民共和国","江苏省","南通市","如皋市"
"320707","江苏省连云港市赣榆区","中华人民共和国","江苏省","连云港市","赣榆区"
"320800","江苏省淮安市","中华人民共和国","江苏省","淮安市",""
"320812","江苏省淮安市开发区","中华人民共和国","江苏省","淮安市","开发区"
"320900","江苏省盐城市","中华人民共和国","江苏省","盐城市",""
"320922","江苏省盐城市滨海县","中华人民共和国","江苏省","盐城市","滨海县"
"210104","辽宁省沈阳市大东区","中华人民共和国","辽宁省","沈阳市","大东区"
"210111","辽宁省沈阳市苏家屯区","中华人民共和国","辽宁省","沈阳市","苏家屯区"
"210114","辽宁省沈阳市于洪区","中华人民共和国","辽宁省","沈阳市","于洪区"
"210123","辽宁省沈阳市康平县","中华人民共和国","辽宁省","沈阳市","康平县"
"210200","辽宁省大连市","中华人民共和国","辽宁省","大连市",""
"210203","辽宁省大连市西岗区","中华人民共和国","辽宁省","大连市","西岗区"
"210211","辽宁省大连市甘井子区","中华人民共和国","辽宁省","大连市","甘井子区"
"210224","辽宁省大连市长海县","中华人民共和国","辽宁省","大连市","长海县"
"210283","辽宁省大连市庄河市","中华人民共和国","辽宁省","大连市","庄河市"
"210302","辽宁省鞍山市铁东区","中华人民共和国","辽宁省","鞍山市","铁东区"
"210311","辽宁省鞍山市千山区","中华人民共和国","辽宁省","鞍山市","千山区"
"210323","辽宁省鞍山市岫岩满族自治县","中华人民共和国","辽宁省","鞍山市","岫岩满族自治县"
"210403","辽宁省抚顺市东洲区","中华人民共和国","辽宁省","抚顺市","东洲区"
"210411","辽宁省抚顺市顺城区","中华人民共和国","辽宁省","抚顺市","顺城区"
"210423","辽宁省抚顺市清原满族自治县","中华人民共和国","辽宁省","抚顺市","清原满族自治县"
"210503","辽宁省本溪市溪湖区","中华人民共和国","辽宁省","本溪市","溪湖区"
"210505","辽宁省本溪市南芬区","中华人民共和国","辽宁省","本溪市","南芬区"
"210600","辽宁省丹东市","中华人民共和国","辽宁省","丹东市",""
"210603","辽宁省丹东市振兴区","中华人民共和国","辽宁省","丹东市","振兴区"
"210681","辽宁省丹东市东港市","中华人民共和国","辽宁省","丹东市","东港市"
"210700","辽宁省锦州市","中华人民共和国","辽宁省","锦州市",""
"210703","辽宁省锦州市凌河区","中华人民共和国","辽宁省","锦州市","凌河区"
"210727","辽宁省锦州市义县","中华人民共和国","辽宁省","锦州市","义县"
"210782","辽宁省锦州市北镇市","中华人民共和国","辽宁省","锦州市","北镇市"
"210803","辽宁省营口市西市区","中华人民共和国","辽宁省","营口市","西市区"
"210811","辽宁省营口市老边区","中华人民共和国","辽宁省","营口市","老边区"
"210900","辽宁省阜新市","中华人民共和国","辽宁省","阜新市",""
"210903","辽宁省阜新市新邱区","中华人民共和国","辽宁省","阜新市","新邱区"
